00601,13092
00602,16358
00603,16603
00606,12832
00610,19309
00612,18171
00616,16018
00617,16735
00622,15206
00623,16280
00624,17578
00627,16831
00631,9681
00637,16887
00638,14916
00641,16795
00646,29320
00647,13674
00650,19631
00652,21650
00653,12915
00656,16902
00659,17201
00660,19394
00662,17180
00664,15253
00667,13766
00669,14816
00670,13427
00674,19211
00676,14146
00677,21673
00678,16200
00680,13911
00682,15029
00683,15523
00685,14617
00687,20589
00688,17231
00690,17622
00692,19094
00693,19119
00694,-
00698,15019
00703,17129
00704,14293
00705,19516
00707,19596
00714,17095
00715,13070
00716,18818
00717,12251
00718,19318
00719,19757
00720,13408
00723,15826
00725,20920
00727,31401
00728,19047
00729,20920
00730,15431
00731,17083
00735,19184
00736,21000
00738,19404
00739,20098
00740,13136
00741,22073
00745,22782
00751,17567
00754,18895
00757,17640
00765,15271
00766,19746
00767,15999
00769,19928
00771,21499
00772,15658
00773,20829
00775,23281
00777,19139
00778,33763
00780,24287
00782,12492
00783,14748
00784,16680
00786,-
00791,19793
00794,15970
00795,20700
00901,20943
00906,102917
00907,33167
00909,16875
00911,32833
00912,22268
00913,6878
00915,13839
00917,14307
00918,23434
00920,25841
00921,19358
00923,14241
00924,18832
00925,9468
00926,34781
00927,33502
00934,-
00936,-
00949,26392
00950,-
00951,-
00952,14911
00953,29146
00956,23149
00957,24612
00959,30049
00960,-
00961,29197
00962,16062
00965,14821
00966,47315
00968,48175
00969,51910
00971,20608
00976,31304
00979,36270
00982,24970
00983,26259
00985,25338
00987,33042
01001,62144
01002,55858
01003,0
01005,68278
01007,93300
01008,75250
01009,81250
01010,84471
01011,64904
01012,64091
01013,40594
01020,58226
01022,41863
01026,55268
01027,62772
01028,88442
01029,72813
01030,74139
01031,42188
01032,80500
01033,95987
01034,84926
01035,64276
01036,85943
01037,96302
01038,66818
01039,77679
01040,40656
01050,63427
01053,59074
01054,91500
01056,72040
01057,82444
01060,60020
01062,73954
01063,-
01066,-
01068,84375
01069,63398
01070,53750
01071,75491
01072,78696
01073,93854
01074,64840
01075,65898
01077,77734
01079,31875
01080,58139
01081,54647
01082,54107
01083,70288
01084,83750
01085,64026
01086,-
01088,47232
01089,51472
01092,79907
01093,89643
01094,25104
01095,107361
01096,83080
01097,-
01098,78393
01103,18338
01104,31113
01105,19921
01106,111545
01107,27131
01108,40915
01109,34329
01118,61786
01119,44091
01128,61875
01129,61645
01151,41002
01199,-
01201,49385
01220,49301
01222,69432
01223,75852
01224,37576
01225,68264
01226,59875
01229,-
01230,67674
01235,66581
01236,65833
01237,78194
01238,72744
01240,72766
01242,85789
01243,69167
01244,55417
01245,75167
01247,41807
01253,77375
01254,85313
01255,69135
01256,60197
01257,94625
01258,67500
01259,60625
01260,115208
01262,31144
01264,66875
01266,71989
01267,82863
01270,83333
01301,49312
01330,71346
01331,57164
01337,67470
01338,60625
01339,61500
01340,55980
01341,100417
01342,77202
01343,76250
01344,61359
01346,63036
01347,54250
01349,64219
01350,26458
01351,78849
01354,67083
01355,68250
01360,72083
01364,46405
01366,68405
01367,54500
01368,72083
01370,57083
01373,73639
01375,61102
01376,41496
01378,56250
01379,44531
01420,55277
01430,97561
01431,101357
01432,91156
01434,66477
01436,58458
01438,117917
01440,50239
01450,126883
01451,155515
01452,95530
01453,58205
01460,120638
01462,101510
01463,96750
01464,70542
01467,96806
01468,70438
01469,83602
01473,98714
01474,96750
01475,71895
01501,83441
01503,104063
01504,86513
01505,98520
01506,68125
01507,97805
01510,66094
01515,84444
01516,95567
01518,64732
01519,106644
01520,105772
01521,81680
01522,101089
01523,103857
01524,71645
01525,40888
01527,81804
01529,78704
01531,89167
01532,113608
01534,92181
01535,73599
01536,108175
01537,76389
01540,68750
01541,134191
01542,107806
01543,104050
01545,106108
01550,50787
01560,79583
01561,-
01562,71830
01564,107348
01566,100600
01568,123942
01569,101266
01570,57924
01571,67117
01581,108767
01583,79375
01585,68578
01588,75495
01590,102439
01602,61710
01603,38701
01604,53270
01605,37857
01606,66130
01607,46974
01608,24181
01609,44943
01610,34005
01611,92898
01612,99875
01701,111169
01702,57186
01718,164402
01719,108207
01720,137147
01721,121406
01730,129726
01731,97305
01740,155093
01741,171625
01742,141068
01745,125139
01746,125625
01747,107550
01748,166156
01749,87806
01752,79228
01754,101324
01756,132063
01757,82260
01760,109490
01770,180769
01772,147444
01773,137222
01775,145967
01776,176570
01778,174107
01801,88671
01803,105443
01810,148125
01821,103728
01824,119387
01826,88440
01827,131250
01830,62194
01832,66106
01833,128885
01834,97109
01835,75115
01840,22092
01841,40230
01843,49443
01844,74912
01845,109371
01850,48331
01851,57029
01852,54377
01854,42293
01860,83508
01862,97234
01863,88542
01864,126818
01867,112836
01876,97853
01879,109485
01880,95954
01886,141173
01887,122813
01890,159536
01901,22788
01902,43956
01904,85309
01905,60417
01906,80253
01907,113078
01908,90741
01913,80721
01915,79483
01921,174340
01922,90489
01923,84842
01929,113469
01930,65377
01937,-
01938,90557
01940,119876
01944,124025
01945,115511
01949,102604
01950,103220
01951,97083
01952,78355
01960,68214
01966,81681
01969,114063
01970,65495
01982,133333
01983,136812
01984,109712
01985,138403
02019,99569
02021,105371
02025,132204
02026,96868
02030,224784
02032,130109
02035,98374
02038,115355
02043,133596
02045,85573
02047,-
02048,114720
02050,95168
02052,155039
02053,119450
02054,106336
02056,146607
02061,151306
02062,90511
02066,121231
02067,138650
02071,109963
02072,79421
02081,109893
02090,155887
02093,113017
02108,136667
02109,143191
02110,116932
02111,40870
02113,100063
02114,95161
02115,37340
02116,105559
02118,65250
02119,30551
02120,33727
02121,30712
02122,60474
02124,53174
02125,56318
02126,52474
02127,99340
02128,55483
02129,118226
02130,90813
02131,73199
02132,100915
02134,58068
02135,72009
02136,64784
02138,95368
02139,96771
02140,100572
02141,79222
02142,116346
02143,95556
02144,107232
02145,75744
02148,64176
02149,60264
02150,53335
02151,54987
02152,68322
02155,92407
02163,49659
02169,70248
02170,76440
02171,83479
02176,103743
02180,94835
02184,94945
02186,127448
02188,83386
02189,69067
02190,87143
02191,74801
02199,91125
02203,-
02210,163068
02215,45337
02301,49693
02302,67608
02322,69868
02324,92289
02330,66406
02332,128333
02333,86922
02338,92111
02339,120000
02341,98537
02343,69539
02346,83227
02347,106775
02351,90873
02356,122710
02357,-
02359,103920
02360,87595
02364,106654
02366,-
02367,98359
02368,73860
02370,79807
02375,94984
02379,86806
02382,83066
02420,180050
02421,168194
02445,121763
02446,98614
02451,96914
02452,86197
02453,76856
02457,-
02458,106074
02459,177005
02460,122688
02461,163382
02462,113250
02464,107679
02465,149104
02466,114495
02467,126630
02468,235714
02472,97466
02474,108986
02476,103425
02478,120398
02481,204695
02482,163750
02492,159147
02493,181667
02494,129918
02532,71982
02534,91016
02535,93250
02536,69581
02537,103894
02538,68395
02539,64810
02540,73164
02542,50682
02543,82100
02553,-
02554,105334
02556,97222
02557,82045
02558,46622
02559,72784
02561,84398
02562,84353
02563,89375
02564,90313
02568,50301
02571,59219
02575,94306
02576,93125
02584,-
02601,49031
02630,107031
02631,73534
02632,77253
02633,72639
02635,72608
02637,145673
02638,80132
02639,48750
02641,-
02642,68161
02643,-
02644,99418
02645,79365
02646,64760
02647,74583
02648,84563
02649,71810
02650,79926
02651,-
02652,56316
02653,71698
02655,77563
02657,50741
02659,71023
02660,56341
02663,64200
02664,60193
02666,65840
02667,69612
02668,100528
02669,92292
02670,63086
02671,63281
02672,74050
02673,62595
02675,72281
02702,99615
02703,74255
02713,110625
02715,99444
02717,82292
02718,91625
02719,65763
02720,50783
02721,37059
02723,40374
02724,37702
02725,74878
02726,77715
02738,80188
02739,91573
02740,40705
02743,72125
02744,38264
02745,61143
02746,33840
02747,82923
02748,78997
02760,87561
02762,98280
02763,121167
02764,84099
02766,108423
02767,100125
02769,104052
02770,102254
02771,89155
02777,83405
02779,94516
02780,57591
02790,80145
02791,65833
02802,51125
02804,100094
02806,122729
02807,65893
02808,74811
02809,66771
02812,115000
02813,79019
02814,90040
02815,243311
02816,70234
02817,106058
02818,103873
02822,87958
02825,81492
02826,71699
02827,87143
02828,82150
02830,77823
02831,98958
02832,88796
02833,85547
02835,108737
02836,83531
02837,81523
02838,60692
02839,57250
02840,64939
02841,-
02842,69796
02852,83197
02857,94083
02858,86625
02859,84616
02860,41638
02861,58795
02863,31696
02864,86278
02865,85865
02871,101771
02872,32024
02873,-
02874,133526
02875,107546
02876,28333
02878,74553
02879,79975
02881,79154
02882,75143
02885,55462
02886,67459
02888,73604
02889,69744
02891,64778
02892,96619
02893,53765
02894,72063
02895,39932
02896,83915
02898,82778
02903,35425
02904,41263
02905,42950
02906,81724
02907,38934
02908,47177
02909,35486
02910,65726
